id,idEleccion,codigoMesa,idUbigeo,ubigeoNivel01,ubigeoNivel02,ubigeoNivel03,nombreLocalVotacion,totalElectoresHabiles,descripcionEstadoActa,estadoDescripcionActaResolucion,ts_digitalizacion_ms,ts_digitacion_ms,ts_contabilizacion_ms,ts_observada_ms,hora_digitaliz_lima,proc_segundos,flag_flash_acta,flag_hora_anomala
12101011010,10,000121,10110,AMAZONAS,CHACHAPOYAS,LEIMEBAMBA,IE 18050,284,Para envío al JEE,Acta sin firmas,1776100626000,1776101096000,,1776120688000,2026-04-13 12:17,,,False
12301011010,10,000123,10110,AMAZONAS,CHACHAPOYAS,LEIMEBAMBA,IE 18050,300,Para envío al JEE,Acta con error aritmético,1776100627000,1776101764000,,1776120688000,2026-04-13 12:17,,,False
12401011010,10,000124,10110,AMAZONAS,CHACHAPOYAS,LEIMEBAMBA,IE 18050,300,Para envío al JEE,Acta con error aritmético,1776099486000,1776099792000,,1776120689000,2026-04-13 11:58,,,False
12701011110,10,000127,10111,AMAZONAS,CHACHAPOYAS,LEVANTO,IE 18052 PADRE BLAS VALERA PEREZ,272,Para envío al JEE,Acta con error aritmético,1776056251000,1776056269000,,1776120689000,2026-04-12 23:57,,,False
13101011210,10,000131,10112,AMAZONAS,CHACHAPOYAS,MAGDALENA,IE CESAR VALLEJO,279,Para envío al JEE,Acta con error aritmético,1776051603000,1776051787000,,1776120690000,2026-04-12 22:40,,,False
15301011810,10,000153,10118,AMAZONAS,CHACHAPOYAS,SAN FRANCISCO DE DAGUAS,IE SAN FRANCISCO,183,Para envío al JEE,Acta con error aritmético,1776049337000,1776049354000,,1776120690000,2026-04-12 22:02,,,False
15501011910,10,000155,10119,AMAZONAS,CHACHAPOYAS,SAN ISIDRO DE MAINO,IE 18056,201,Para envío al JEE,Acta con error aritmético,1776065477000,1776065557000,,1776120691000,2026-04-13 02:31,,,True
16001012010,10,000160,10120,AMAZONAS,CHACHAPOYAS,SOLOCO,IE 18074,300,Para envío al JEE,Acta con error aritmético,1776060816000,1776060912000,,1776120691000,2026-04-13 01:13,,,False
75301060310,10,000753,10603,AMAZONAS,CONDORCANQUI,EL CENEPA,IE 16342,300,Para envío al JEE,Acta con error aritmético,1776127096000,1776127394000,,1776172433000,2026-04-13 19:38,,,False
75801060310,10,000758,10603,AMAZONAS,CONDORCANQUI,EL CENEPA,IE 16342,300,Para envío al JEE,Acta con error aritmético,1776127101000,1776127595000,,1776172272000,2026-04-13 19:38,,,False
76101060310,10,000761,10603,AMAZONAS,CONDORCANQUI,EL CENEPA,IE 16342,300,Para envío al JEE,Acta con error aritmético,1776129039000,1776129583000,,1776172164000,2026-04-13 20:10,,,False
76201060310,10,000762,10603,AMAZONAS,CONDORCANQUI,EL CENEPA,IE MOISES MORENO ROMERO,259,Para envío al JEE,Acta con error aritmético,1776128535000,1776129799000,,1776171943000,2026-04-13 20:02,,,False
76601060310,10,000766,10603,AMAZONAS,CONDORCANQUI,EL CENEPA,IE MOISES MORENO ROMERO,294,Para envío al JEE,Acta con error aritmético,1776128534000,1776129232000,,1776171995000,2026-04-13 20:02,,,False
90008701060310,10,900087,10603,AMAZONAS,CONDORCANQUI,EL CENEPA,IE 16741,246,Para envío al JEE,"Acta con error aritmético, Acta ilegible",1776122059000,1776123324000,,1776172615000,2026-04-13 18:14,,,False
90009501060310,10,900095,10603,AMAZONAS,CONDORCANQUI,EL CENEPA,IE 16348,206,Para envío al JEE,Acta con error aritmético,1776208391000,1776208409000,,1776221383000,2026-04-14 18:13,,,False
68501060110,10,000685,10601,AMAZONAS,CONDORCANQUI,NIEVA,IST FE Y ALEGRIA,300,Para envío al JEE,Acta con error aritmético,1776130313000,1776130345000,,1776171870000,2026-04-13 20:31,,,False
69601060110,10,000696,10601,AMAZONAS,CONDORCANQUI,NIEVA,IST FE Y ALEGRIA,300,Para envío al JEE,Acta con error aritmético,1776129040000,1776129869000,,1776172111000,2026-04-13 20:10,,,False
70101060110,10,000701,10601,AMAZONAS,CONDORCANQUI,NIEVA,IE 16297 JUAN VELASCO ALVARADO,281,Para envío al JEE,Acta con error aritmético,1776195599000,1776195898000,,1776196436000,2026-04-14 14:39,,,False
71701060110,10,000717,10601,AMAZONAS,CONDORCANQUI,NIEVA,IESM CIRO ALEGRIA,300,Para envío al JEE,Acta con error aritmético,1776109834000,1776110423000,,1776121686000,2026-04-13 14:50,,,False
71801060110,10,000718,10601,AMAZONAS,CONDORCANQUI,NIEVA,IESM CIRO ALEGRIA,300,Para envío al JEE,Acta con error aritmético,1776109851000,1776110114000,,1776120077000,2026-04-13 14:50,,,False
74801060210,10,000748,10602,AMAZONAS,CONDORCANQUI,RÍO SANTIAGO,IEI 217 PUERTO GALILEA,300,Para envío al JEE,Acta con error aritmético,1776139560000,1776139575000,,1776171338000,2026-04-13 23:06,,,False
45301040210,10,000453,10402,AMAZONAS,LUYA,CAMPORREDONDO,IE BRAULIO CAMPORREDONDO,278,Para envío al JEE,Acta con error aritmético,1776105009000,1776106587000,,1776120693000,2026-04-13 13:30,,,False
90020001040310,10,900200,10403,AMAZONAS,LUYA,COCABAMBA,IE 18269,157,Para envío al JEE,"Acta con error aritmético, Acta sin firmas",1776078704000,1776078719000,,1776120692000,2026-04-13 06:11,,,False
46901040410,10,000469,10404,AMAZONAS,LUYA,COLCAMAR,IE CRISTOBAL BENQUE,277,Para envío al JEE,Acta con error aritmético,1776058540000,1776058682000,,1776120694000,2026-04-13 00:35,,,False
47401040510,10,000474,10405,AMAZONAS,LUYA,CONILA,IE MANUEL GONZALES PRADA,282,Para envío al JEE,Acta con error aritmético,1776051608000,1776052098000,,1776120692000,2026-04-12 22:40,,,False
48501040710,10,000485,10407,AMAZONAS,LUYA,LONGUITA,IE 18138,227,Para envío al JEE,Acta con error aritmético,1776087788000,1776088050000,,1776120694000,2026-04-13 08:43,,,False
56901042310,10,000569,10423,AMAZONAS,LUYA,PROVIDENCIA,IE CESAR VALLEJO,276,Para envío al JEE,Acta con error aritmético,1776104953000,1776107003000,,1776120693000,2026-04-13 13:29,,,False
90022701050910,10,900227,10509,AMAZONAS,RODRÍGUEZ DE MENDOZA,OMIA,IE 18331 JOSE CARLOS MARIATEGUI,247,Para envío al JEE,Acta con error aritmético,1776084944000,1776085038000,,1776120694000,2026-04-13 07:55,,,False
64901051110,10,000649,10511,AMAZONAS,RODRÍGUEZ DE MENDOZA,TOTORA,IE 18251 TOTORA,270,Para envío al JEE,Acta con error aritmético,1776082507000,1776083415000,,1776120694000,2026-04-13 07:15,,,False
80901070110,10,000809,10701,AMAZONAS,UTCUBAMBA,BAGUA GRANDE,IE FE Y ALEGRIA 38,300,Para envío al JEE,Acta con error aritmético,1776102211000,1776102421000,,1776120945000,2026-04-13 12:43,,,False
81201070110,10,000812,10701,AMAZONAS,UTCUBAMBA,BAGUA GRANDE,IE ALONSO DE ALVARADO,300,Para envío al JEE,Acta con error aritmético,1776127100000,1776127503000,,1776172373000,2026-04-13 19:38,,,False
82301070110,10,000823,10701,AMAZONAS,UTCUBAMBA,BAGUA GRANDE,IE 16228 TECNICO INDUSTRIAL SAN LUIS,230,Para envío al JEE,Acta con error aritmético,1776100368000,1776100587000,,1776120855000,2026-04-13 12:12,,,False
83401070110,10,000834,10701,AMAZONAS,UTCUBAMBA,BAGUA GRANDE,IE SANTIAGO APOSTOL,300,Para envío al JEE,Acta con error aritmético,1776065360000,1776065384000,,1776089864000,2026-04-13 02:29,,,True
88801070110,10,000888,10701,AMAZONAS,UTCUBAMBA,BAGUA GRANDE,IE 16210 ALEJANDRO SANCHEZ ARTEAGA,295,Para envío al JEE,Acta con error aritmético,,1776063910000,,1776089978000,,,,
89501070110,10,000895,10701,AMAZONAS,UTCUBAMBA,BAGUA GRANDE,IE 16210 ALEJANDRO SANCHEZ ARTEAGA,294,Para envío al JEE,Acta con error aritmético,1776063664000,1776063747000,,1776089928000,2026-04-13 02:01,,,True
90011001070110,10,900110,10701,AMAZONAS,UTCUBAMBA,BAGUA GRANDE,IE JORGE CHAVEZ BERTNELLI,296,Para envío al JEE,Acta con error aritmético,1776096498000,1776096560000,,1776120648000,2026-04-13 11:08,,,False
90011101070110,10,900111,10701,AMAZONAS,UTCUBAMBA,BAGUA GRANDE,IE JORGE CHAVEZ BERTNELLI,296,Para envío al JEE,Acta con error aritmético,1776096989000,1776097065000,,1776120585000,2026-04-13 11:16,,,False
90012401070110,10,900124,10701,AMAZONAS,UTCUBAMBA,BAGUA GRANDE,IE MANUEL SEOANE CORRALES,214,Para envío al JEE,"Acta impugnada, Acta con error aritmético",1776077435000,1776077452000,,1776089196000,2026-04-13 05:50,,,True
90012601070110,10,900126,10701,AMAZONAS,UTCUBAMBA,BAGUA GRANDE,IE 17038 JUAN PABLO II,170,Para envío al JEE,Acta con error aritmético,,,,1776090208000,,,,
91001070210,10,000910,10702,AMAZONAS,UTCUBAMBA,CAJARURO,IE 16229,299,Para envío al JEE,Acta con error aritmético,1776052940000,1776052956000,,1776089587000,2026-04-12 23:02,,,False
91401070210,10,000914,10702,AMAZONAS,UTCUBAMBA,CAJARURO,IEI 213,299,Para envío al JEE,Acta con error aritmético,1776050439000,1776050455000,,1776089475000,2026-04-12 22:20,,,False
91501070210,10,000915,10702,AMAZONAS,UTCUBAMBA,CAJARURO,IEI 213,299,Para envío al JEE,Acta con error aritmético,1776050401000,1776050415000,,1776089528000,2026-04-12 22:20,,,False
94001070210,10,000940,10702,AMAZONAS,UTCUBAMBA,CAJARURO,IE 16229,299,Para envío al JEE,Acta impugnada,1776052939000,1776052999000,,1776089650000,2026-04-12 23:02,,,False
90013501070210,10,900135,10702,AMAZONAS,UTCUBAMBA,CAJARURO,IE ZENOBIO ZUMAETA,268,Para envío al JEE,Acta con error aritmético,1776094450000,1776094628000,,1776120409000,2026-04-13 10:34,,,False
90013801070210,10,900138,10702,AMAZONAS,UTCUBAMBA,CAJARURO,IE ZENOBIO ZUMAETA,268,Para envío al JEE,Acta con error aritmético,1776094459000,1776094630000,,1776120497000,2026-04-13 10:34,,,False
90014501070210,10,900145,10702,AMAZONAS,UTCUBAMBA,CAJARURO,IE JULIO PONCE ANTUNEZ DE MAYOLO,250,Para envío al JEE,Acta con error aritmético,1776092716000,1776092765000,,1776120350000,2026-04-13 10:05,,,False
90014701070210,10,900147,10702,AMAZONAS,UTCUBAMBA,CAJARURO,IE JULIO PONCE ANTUNEZ DE MAYOLO,250,Para envío al JEE,Acta con error aritmético,1776092496000,1776092652000,,1776120292000,2026-04-13 10:01,,,False
96201070310,10,000962,10703,AMAZONAS,UTCUBAMBA,CUMBA,IE CESAR ABRAHAM VALLEJO MENDOZA,276,Para envío al JEE,Acta con error aritmético,1776112298000,1776113061000,,1776120163000,2026-04-13 15:31,,,False
97701070410,10,000977,10704,AMAZONAS,UTCUBAMBA,EL MILAGRO,IE ALBERTO ESCOBAR,268,Para envío al JEE,Acta con error aritmético,1776050070000,1776050086000,,1776089383000,2026-04-12 22:14,,,False
98801070510,10,000988,10705,AMAZONAS,UTCUBAMBA,JAMALCA,IE PRIMARIA 16255,230,Para envío al JEE,Acta con error aritmético,1776141722000,1776141766000,,1776171399000,2026-04-13 23:42,,,False
98901070510,10,000989,10705,AMAZONAS,UTCUBAMBA,JAMALCA,IE PRIMARIA 16255,300,Para envío al JEE,Acta con error aritmético,1776195377000,1776195631000,,1776196326000,2026-04-14 14:36,,,False
99001070510,10,000990,10705,AMAZONAS,UTCUBAMBA,JAMALCA,IE PRIMARIA 16255,300,Para envío al JEE,Acta con error aritmético,1776141802000,1776141962000,,1776171507000,2026-04-13 23:43,,,False
99601070510,10,000996,10705,AMAZONAS,UTCUBAMBA,JAMALCA,IE 17047 JUAN BLAS VALERA,217,Para envío al JEE,Acta con error aritmético,1776122044000,1776122794000,,1776172674000,2026-04-13 18:14,,,False
100001070510,10,001000,10705,AMAZONAS,UTCUBAMBA,JAMALCA,IE 17047 JUAN BLAS VALERA,276,Para envío al JEE,Acta con error aritmético,1776122061000,1776123099000,,1776172539000,2026-04-13 18:14,,,False
101101070610,10,001011,10706,AMAZONAS,UTCUBAMBA,LONYA GRANDE,IE 16263 VIRGEN DEL CARMEN,300,Para envío al JEE,Acta con error aritmético,1776110607000,1776110903000,,1776122878000,2026-04-13 15:03,,,False
101501070610,10,001015,10706,AMAZONAS,UTCUBAMBA,LONYA GRANDE,IE JORGE BASADRE,272,Para envío al JEE,Acta con error aritmético,1776119882000,1776120486000,,1776172484000,2026-04-13 17:38,,,False
102201070610,10,001022,10706,AMAZONAS,UTCUBAMBA,LONYA GRANDE,IE JORGE BASADRE,279,Para envío al JEE,Acta con error aritmético,1776123520000,1776123543000,,1776172218000,2026-04-13 18:38,,,False
90017101070610,10,900171,10706,AMAZONAS,UTCUBAMBA,LONYA GRANDE,IE CP 16265 ROBLEPAMPA,294,Para envío al JEE,Acta con error aritmético,1776097913000,1776098254000,,1776120750000,2026-04-13 11:31,,,False
103201070710,10,001032,10707,AMAZONAS,UTCUBAMBA,YAMON,IE ENRIQUE LOPEZ ALBUJAR,262,Para envío al JEE,Acta con error aritmético,1776112360000,1776113072000,,1776120230000,2026-04-13 15:32,,,False
389902160210,10,003899,21602,ÁNCASH,ANTONIO RAIMONDI,ACZO,IE INTEGRADO TUPAC AMARU II,285,Para envío al JEE,Acta con error aritmético,1776081038000,1776081079000,,1776171215000,2026-04-13 06:50,,,False
390302160310,10,003903,21603,ÁNCASH,ANTONIO RAIMONDI,CHACCHO,IE VICTOR RAUL HAYA DE LA TORRE,281,Para envío al JEE,Acta con error aritmético,1776093226000,1776093751000,,1776169953000,2026-04-13 10:13,,,False
390402160310,10,003904,21603,ÁNCASH,ANTONIO RAIMONDI,CHACCHO,IE VICTOR RAUL HAYA DE LA TORRE,280,Para envío al JEE,Acta con error aritmético,1776093224000,1776093272000,,1776169978000,2026-04-13 10:13,,,False
390602160410,10,003906,21604,ÁNCASH,ANTONIO RAIMONDI,CHINGAS,IE 86178 MICAELA BASTIDAS PUYUCAWA,239,Para envío al JEE,Acta con error aritmético,1776098866000,1776099265000,,1776170110000,2026-04-13 11:47,,,False
391202160510,10,003912,21605,ÁNCASH,ANTONIO RAIMONDI,MIRGAS,IE 86186 JOSE ANTONIO ENCINAS,235,Para envío al JEE,"Acta con error aritmético, Acta ilegible",1776094558000,1776094943000,,1776170061000,2026-04-13 10:35,,,False
90040702160510,10,900407,21605,ÁNCASH,ANTONIO RAIMONDI,MIRGAS,IE 86737 JORGE NONNI MAINETTI,289,Para envío al JEE,Acta con error aritmético,1776098869000,1776099424000,,1776169691000,2026-04-13 11:47,,,False
90040902160510,10,900409,21605,ÁNCASH,ANTONIO RAIMONDI,MIRGAS,IE 86738 EL AMAUTA JOSÉ MARÍA ARGUEDAS ALTAMIRANO,187,Para envío al JEE,Acta con error aritmético,1776068998000,1776069196000,,1776171365000,2026-04-13 03:29,,,True
397802180210,10,003978,21802,ÁNCASH,ASUNCIÓN,ACOCHACA,IE 86344 INTEGRADO JAVIER HERAUD PEREZ,278,Para envío al JEE,Acta con error aritmético,1776092750000,1776093185000,,1776170005000,2026-04-13 10:05,,,False
398002180210,10,003980,21802,ÁNCASH,ASUNCIÓN,ACOCHACA,IE 86344 INTEGRADO JAVIER HERAUD PEREZ,278,Para envío al JEE,Acta con error aritmético,1776092730000,1776092793000,,1776169929000,2026-04-13 10:05,,,False
90043002180210,10,900430,21802,ÁNCASH,ASUNCIÓN,ACOCHACA,IE MARIA AUXILIADORA,201,Para envío al JEE,Acta con error aritmético,1776085916000,1776085965000,,1776171282000,2026-04-13 08:11,,,False
397002180110,10,003970,21801,ÁNCASH,ASUNCIÓN,CHACAS,IE AMAUTA ATUSPARIA,284,Para envío al JEE,Acta con error aritmético,1776109081000,1776109105000,,1776169798000,2026-04-13 14:38,,,False
397202180110,10,003972,21801,ÁNCASH,ASUNCIÓN,CHACAS,IE AMAUTA ATUSPARIA,283,Para envío al JEE,Acta con error aritmético,1776109082000,1776109507000,,1776169745000,2026-04-13 14:38,,,False
149202031310,10,001492,20313,ÁNCASH,BOLOGNESI,MANGAS,IE 86234 SAN FRANCISCO,217,Para envío al JEE,"Acta impugnada, Acta con error aritmético",1776107534000,1776109822000,,1776115575000,2026-04-13 14:12,,,False
158302040410,10,001583,20404,ÁNCASH,CARHUAZ,ANTA,IE MARIO TORRES MEZARINA,289,Para envío al JEE,Acta con error aritmético,1776050828000,1776050909000,,1776186669000,2026-04-12 22:27,,,False
159002040510,10,001590,20405,ÁNCASH,CARHUAZ,ATAQUERO,IE 86287 PEDRO COCHACHIN,271,Para envío al JEE,Acta con error aritmético,1776088952000,1776089348000,,1776188431000,2026-04-13 09:02,,,False
153502040110,10,001535,20401,ÁNCASH,CARHUAZ,CARHUAZ,IE 86269 MARIA AUXILIADORA,296,Para envío al JEE,Acta con error aritmético,1776062186000,1776062284000,,1776188807000,2026-04-13 01:36,,,False
154302040110,10,001543,20401,ÁNCASH,CARHUAZ,CARHUAZ,IE 86269 MARIA AUXILIADORA,296,Para envío al JEE,Acta con error aritmético,1776052562000,1776052581000,,1776188676000,2026-04-12 22:56,,,False
155702040110,10,001557,20401,ÁNCASH,CARHUAZ,CARHUAZ,IE NUESTRA SEÑORA DE LAS MERCEDES,230,Para envío al JEE,Acta con error aritmético,1776052547000,1776052563000,,1776188616000,2026-04-12 22:55,,,False
156002040110,10,001560,20401,ÁNCASH,CARHUAZ,CARHUAZ,IE NUESTRA SEÑORA DE LAS MERCEDES,300,Para envío al JEE,Acta con error aritmético,1776063010000,1776063046000,,1776188646000,2026-04-13 01:50,,,False
90031502040110,10,900315,20401,ÁNCASH,CARHUAZ,CARHUAZ,IE 86314 DIVINO MAESTRO,288,Para envío al JEE,Acta con error aritmético,1776086508000,1776086525000,,1776188468000,2026-04-13 08:21,,,False
393902170110,10,003939,21701,ÁNCASH,CARLOS FERMÍN FITZCARRALD,SAN LUIS,IE 86375 DANIEL BADIALI MASIRONI,288,Para envío al JEE,Acta con error aritmético,1776092837000,1776093190000,,1776169888000,2026-04-13 10:07,,,False
394402170110,10,003944,21701,ÁNCASH,CARLOS FERMÍN FITZCARRALD,SAN LUIS,IE 86375 DANIEL BADIALI MASIRONI,287,Para envío al JEE,Acta con error aritmético,1776101564000,1776102033000,,1776169663000,2026-04-13 12:32,,,False
395802170310,10,003958,21703,ÁNCASH,CARLOS FERMÍN FITZCARRALD,SAN NICOLÁS,IE SANTIAGO ANTUNEZ DE MAYOLO,261,Para envío al JEE,Acta con error aritmético,1776111739000,1776111824000,,1776169773000,2026-04-13 15:22,,,False
90042402170310,10,900424,21703,ÁNCASH,CARLOS FERMÍN FITZCARRALD,SAN NICOLÁS,IEI 330 RANCHAJ,213,Para envío al JEE,Acta con error aritmético,1776083167000,1776083357000,,1776171321000,2026-04-13 07:26,,,False
394802170210,10,003948,21702,ÁNCASH,CARLOS FERMÍN FITZCARRALD,YAUYA,IE 84129 CESAR VALLEJO,267,Para envío al JEE,"Acta con error aritmético, Acta ilegible",1776096782000,1776096848000,,1776170417000,2026-04-13 11:13,,,False
395502170210,10,003955,21702,ÁNCASH,CARLOS FERMÍN FITZCARRALD,YAUYA,IE 84129 CESAR VALLEJO,296,Para envío al JEE,Acta con error aritmético,1776101671000,1776103152000,,1776170155000,2026-04-13 12:34,,,False
395602170210,10,003956,21702,ÁNCASH,CARLOS FERMÍN FITZCARRALD,YAUYA,IE 84129 CESAR VALLEJO,295,Para envío al JEE,Acta con error aritmético,1776101454000,1776102592000,,1776170504000,2026-04-13 12:30,,,False
175502050210,10,001755,20502,ÁNCASH,CASMA,BUENA VISTA ALTA,IE 88110 NUESTRA SEÑORA DE FATIMA,297,Para envío al JEE,Acta sin firmas,1776106367000,1776107889000,,1776223172000,2026-04-13 13:52,,,False
90024002050210,10,900240,20502,ÁNCASH,CASMA,BUENA VISTA ALTA,IE 88111 JOSE FAUSTINO SANCHEZ CARRION,252,Para envío al JEE,Acta con error aritmético,1776085503000,1776089847000,,1776223174000,2026-04-13 08:05,,,False
166202050110,10,001662,20501,ÁNCASH,CASMA,CASMA,IE 88101 CESAR ABRAHAM VALLEJO MENDOZA,300,Para envío al JEE,Acta con error aritmético,1776099404000,1776101251000,,1776223171000,2026-04-13 11:56,,,False
167502050110,10,001675,20501,ÁNCASH,CASMA,CASMA,IE 88101 CESAR ABRAHAM VALLEJO MENDOZA,300,Para envío al JEE,Acta con error aritmético,1776099415000,1776100892000,,1776223170000,2026-04-13 11:56,,,False
167602050110,10,001676,20501,ÁNCASH,CASMA,CASMA,IE MARISCAL LUZURIAGA,230,Para envío al JEE,Acta con error aritmético,1776113257000,1776116662000,,1776223169000,2026-04-13 15:47,,,False
167802050110,10,001678,20501,ÁNCASH,CASMA,CASMA,IE MARISCAL LUZURIAGA,300,Para envío al JEE,Acta con error aritmético,1776113375000,1776115591000,,1776223169000,2026-04-13 15:49,,,False
168602050110,10,001686,20501,ÁNCASH,CASMA,CASMA,IE MARISCAL LUZURIAGA,300,Para envío al JEE,Acta impugnada,1776113255000,1776117165000,,1776223169000,2026-04-13 15:47,,,False
168802050110,10,001688,20501,ÁNCASH,CASMA,CASMA,IE MARISCAL LUZURIAGA,300,Para envío al JEE,Acta con error aritmético,1776113253000,1776115248000,,1776223170000,2026-04-13 15:47,,,False
170002050110,10,001700,20501,ÁNCASH,CASMA,CASMA,IE MARISCAL LUZURIAGA,300,Para envío al JEE,Acta con error aritmético,1776113366000,1776116400000,,1776223173000,2026-04-13 15:49,,,False
170402050110,10,001704,20501,ÁNCASH,CASMA,CASMA,IE MARISCAL LUZURIAGA,300,Para envío al JEE,Acta con error aritmético,1776113458000,1776115554000,,1776223171000,2026-04-13 15:50,,,False
173002050110,10,001730,20501,ÁNCASH,CASMA,CASMA,IE 89017 MARISCAL ANDRES AVELINO CACERES,300,Para envío al JEE,Acta sin firmas,1776092607000,1776093790000,,1776223171000,2026-04-13 10:03,,,False
173202050110,10,001732,20501,ÁNCASH,CASMA,CASMA,IE 89017 MARISCAL ANDRES AVELINO CACERES,300,Para envío al JEE,"Acta con error aritmético, Acta sin firmas",1776093131000,1776095219000,,1776223172000,2026-04-13 10:12,,,False
175002050110,10,001750,20501,ÁNCASH,CASMA,CASMA,IE 88100 INMACULADA CONCEPCION,283,Para envío al JEE,Acta sin firmas,1776115059000,1776116202000,,1776223172000,2026-04-13 16:17,,,False
175102050110,10,001751,20501,ÁNCASH,CASMA,CASMA,IE 88100 INMACULADA CONCEPCION,283,Para envío al JEE,Acta con error aritmético,1776054534000,1776055076000,,1776223173000,2026-04-12 23:28,,,False
176302050310,10,001763,20503,ÁNCASH,CASMA,COMANDANTE NOEL,IE 88105 JUAN NOEL LASTRA,220,Para envío al JEE,Acta con error aritmético,1776054157000,1776054246000,,1776223167000,2026-04-12 23:22,,,False
